,,,,,,,,,," 16,542,750,383 "
Accounting Period Year,Accounting Period Month,Month Manufactured,Day Manufactured,Year Manufactured,Plant of Manufacture,Train,Plant Code,Trade Product Code,Value Center Code, Inventory Net Weight LBS 
2013,12,November,28,2013,Plant X,3A,1155,00244360,00010269," 59,800 "
2013,12,November,28,2013,Plant X,5A,1166,00086097,00010270," 817,714 "
2013,12,November,28,2013,Plant X,5B,1164,00086097,00010270," 832,469 "
2013,12,November,28,2013,Plant X,5C,1164,00086097,00010270," 823,000 "
2013,12,November,29,2013,Plant A,1D,1160,00024820,00007129," 26,455 "
2013,12,November,29,2013,Plant A,1F,1160,00024820,00007129," 428,133 "
2013,12,November,29,2013,Plant C,Z1,1126,00045491,00007129," 26,323 "
2013,12,November,29,2013,Plant D,01,1127,00070228,00007961," 524,700 "
2013,12,November,29,2013,Plant M,42,1160,00063498,00007119," 379,000 "
2013,12,November,29,2013,Plant N,1A,1116,00238405,00007129," 416,528 "
2013,12,November,29,2013,Plant N,3A,1110,00128108,00007129," 190,610 "
2013,12,November,29,2013,Plant R,2A,1156,00092965,00009995," 288,359 "
2013,12,November,29,2013,Plant R,2B,1156,00092965,00009995," 292,061 "
2013,12,November,29,2013,Plant R,2C,1156,00092965,00009995," 288,095 "
2013,12,November,29,2013,Plant R,2G,1116,00092956,00009995," 645,048 "
2013,12,November,29,2013,Plant R,2J,1116,00092956,00009995," 644,174 "
2013,12,November,29,2013,Plant R,2K,1116,00092956,00009995," 642,134 "
2013,12,November,29,2013,Plant T,1A,1149,00120816,00009995," 24,124 "
2013,12,November,29,2013,Plant T,2A,1149,00113022,00009995," 498,995 "
2013,12,November,29,2013,Plant T,2B,1149,00113022,00009995," 417,041 "
2013,12,November,29,2013,Plant T,2D,1149,00013273,00009995," 471,236 "
2013,12,November,29,2013,Plant T,3A,1166,00086114,00010270," 5,946 "
2013,12,November,29,2013,Plant T,3F,1166,00086114,00010270," 856,915 "
2013,12,November,29,2013,Plant U,1B,1150,00086035,00010269, 0 
2013,12,November,29,2013,Plant U,1C,1150,00086035,00010269," 781,600 "
2013,12,November,29,2013,Plant V,1A,1151,00086106,00010270," 222,300 "
2013,12,November,29,2013,Plant W,1F,1152,00086293,00009995," 634,483 "
2013,12,November,29,2013,Plant W,2A,1116,00086285,00009995," 634,483 "
2013,12,November,29,2013,Plant W,2B,1116,00086285,00009995," 636,136 "
2013,12,November,29,2013,Plant W,2D,1116,00092979,00009995," 569,713 "
2013,12,November,29,2013,Plant W,2E,1116,00092979,00009995," 700,906 "
2013,12,November,29,2013,Plant W,2F,1116,00092979,00009995," 702,888 "
2013,12,November,29,2013,Plant W,2G,1116,00092979,00009995," 632,831 "
2013,12,November,29,2013,Plant W,2H,1116,00092979,00009995," 705,863 "
2013,12,November,29,2013,Plant X,3A,1155,00244360,00010269," 2,720 "
2013,12,November,29,2013,Plant X,5A,1164,00086097,00010270," 812,208 "
2013,12,November,29,2013,Plant X,5B,1164,00086097,00010270," 817,053 "
2013,12,November,30,2013,Plant A,1A,1160,00024820,00007129," 423,063 "
2013,12,November,30,2013,Plant A,2B,1160,00047122,00007129," 432,102 "
2013,12,November,30,2013,Plant A,2C,1160,00047122,00007129," 431,220 "
2013,12,November,30,2013,Plant D,01,1127,00049966,00007961," 539,700 "
2013,12,November,30,2013,Plant N,1C,1116,00050486,00007129," 418,569 "
2013,12,November,30,2013,Plant N,2A,1116,00112825,00007129," 421,194 "
2013,12,November,30,2013,Plant N,2B,1112,00112825,00007129," 28,309 "
2013,12,November,30,2013,Plant N,2F,1116,00112825,00007129," 420,805 "
2013,12,November,30,2013,Plant N,2I,1116,00112825,00007129," 423,333 "
2013,12,November,30,2013,Plant N,3J,1110,00128108,00007129," 190,257 "
2013,12,November,30,2013,Plant N,3K,1110,00128108,00007129," 194,622 "
2013,12,November,30,2013,Plant N,3L,1110,00128108,00007129," 189,904 "
2013,12,November,30,2013,Plant R,1H,1114,00086299,00009995," 131,060 "
2013,12,November,30,2013,Plant R,2A,1116,00092956,00009995," 644,611 "
2013,12,November,30,2013,Plant R,2F,1116,00092956,00009995," 642,717 "
2013,12,November,30,2013,Plant R,2H,1116,00092956,00009995," 645,777 "
2013,12,November,30,2013,Plant R,2I,1116,00092956,00009995," 644,611 "
2013,12,November,30,2013,Plant T,3A,1166,00086114,00010270," 850,308 "
2013,12,November,30,2013,Plant T,3B,1166,00086114,00010270," 850,969 "
2013,12,November,30,2013,Plant T,3C,1166,00086114,00010270," 859,337 "
2013,12,November,30,2013,Plant T,3D,1166,00086114,00010270," 852,951 "
2013,12,November,30,2013,Plant T,3E,1166,00086114,00010270," 872,992 "
2013,12,November,30,2013,Plant T,3I,1149,00098629,00010270," 857,576 "
2013,12,November,30,2013,Plant U,1A,1150,00086035,00010269," 753,200 "
2013,12,November,30,2013,Plant U,1B,1150,00086086,00010269," 776,400 "
2013,12,November,30,2013,Plant U,1C,1150,00086035,00010269," 782,000 "
2013,12,November,30,2013,Plant U,1D,1150,00086086,00010269," 739,200 "
2013,12,November,30,2013,Plant U,1E,1116,00086035,00010269," 250,565 "
2013,12,November,30,2013,Plant V,1A,1151,00086106,00010270," 220,010 "
2013,12,November,30,2013,Plant V,1B,1151,00086106,00010270," 205,122 "
2013,12,November,30,2013,Plant W,1C,1122,00102122,00009995," 703,219 "
2013,12,November,30,2013,Plant W,2A,1116,00092979,00009995," 698,592 "
2013,12,November,30,2013,Plant W,2B,1116,00092979,00009995," 703,880 "
2013,12,November,30,2013,Plant W,2C,1116,00092979,00009995," 703,549 "
2013,12,November,30,2013,Plant W,2D,1116,00092979,00009995," 703,219 "
2013,12,November,30,2013,Plant W,2F,1152,00092979,00009995," 364,828 "
2013,12,November,30,2013,Plant X,3A,1166,00244360,00010269," 773,000 "
2013,12,November,30,2013,Plant X,3B,1155,00130352,00010269," 751,000 "
2013,12,December,01,2013,Plant A,1A,1116,00238405,00007129," 422,842 "
2013,12,December,01,2013,Plant A,1B,1116,00238405,00007129," 422,842 "
2013,12,December,01,2013,Plant A,1C,1116,00238405,00007129," 422,622 "
2013,12,December,01,2013,Plant A,2A,1160,00108974,00007129," 425,929 "
2013,12,December,01,2013,Plant A,2B,1160,00108974,00007129," 425,929 "
2013,12,December,01,2013,Plant A,2C,1160,00108974,00007129," 421,520 "
2013,12,December,01,2013,Plant A,2D,1116,00108974,00007129," 428,574 "
2013,12,December,01,2013,Plant A,2E,1116,00108974,00007129," 429,897 "
2013,12,December,01,2013,Plant K,14,1157,00016357,00018702," 1,129,045 "
2013,12,December,01,2013,Plant M,42,1116,00020679,00007119," 368,200 "
2013,12,December,01,2013,Plant M,44,1116,00020679,00007119," 379,000 "
2013,12,December,01,2013,Plant N,1F,1112,00008965,00007129," 4,828 "
2013,12,December,01,2013,Plant N,3A,1110,00128108,00007129," 189,507 "
2013,12,December,01,2013,Plant N,3I,1116,00104376,00007129," 426,540 "
2013,12,December,01,2013,Plant R,1I,1111,00086299,00009995," 118,833 "
2013,12,December,01,2013,Plant R,2C,1156,00092956,00009995," 291,730 "
2013,12,December,01,2013,Plant R,2E,1156,00092956,00009995," 291,994 "
2013,12,December,01,2013,Plant T,1C,1149,00086296,00009995," 635,144 "
2013,12,December,01,2013,Plant T,1D,1149,00086296,00009995," 624,900 "
2013,12,December,01,2013,Plant T,1E,1149,00086296,00009995," 577,644 "
2013,12,December,01,2013,Plant T,3A,1149,00098629,00010270," 874,754 "
2013,12,December,01,2013,Plant T,3B,1149,00098629,00010270," 767,722 "
2013,12,December,01,2013,Plant T,3D,1166,00086121,00010270," 862,421 "
2013,12,December,01,2013,Plant T,3E,1166,00086121,00010270," 858,016 "
2013,12,December,01,2013,Plant T,3H,1149,00086121,00010270," 869,688 "
2013,12,December,01,2013,Plant U,1B,1150,00090280,00010270," 818,375 "
2013,12,December,01,2013,Plant U,2A,1166,00245201,00010269," 760,400 "
2013,12,December,01,2013,Plant V,1A,1151,00086106,00010270," 214,989 "
2013,12,December,01,2013,Plant W,1B,1122,00102122,00009995," 645,058 "
2013,12,December,01,2013,Plant W,2A,1116,00092982,00009995," 706,523 "
2013,12,December,01,2013,Plant W,2B,1152,00092982,00009995," 704,541 "
2013,12,December,01,2013,Plant W,2C,1152,00092982,00009995," 702,888 "
2013,12,December,01,2013,Plant W,2D,1152,00092982,00009995," 703,219 "
2013,12,December,01,2013,Plant W,2E,1152,00092982,00009995," 685,705 "
2013,12,December,01,2013,Plant W,3C,1116,00092910,00009995," 696,610 "
2013,12,December,01,2013,Plant W,4D,1152,00092910,00009995," 721,394 "
2013,12,December,01,2013,Plant W,4E,1152,00092910,00009995," 646,380 "
2013,12,December,01,2013,Plant X,5B,1166,00024729,00010270," 810,446 "
2013,12,December,01,2013,Plant X,5C,1166,00024729,00010270," 832,029 "
2013,12,December,01,2013,Plant X,5D,1155,00024729,00010270," 795,691 "
2013,12,December,02,2013,Plant A,2A,1160,00108974,00007129," 432,102 "
2013,12,December,02,2013,Plant H,E1,1144,00364602,00007119," 370,000 "
2013,12,December,02,2013,Plant M,21,1158,00104258,00007129," 423,527 "
2013,12,December,02,2013,Plant M,44,1116,00020679,00007119," 360,800 "
2013,12,December,02,2013,Plant N,1A,1111,00008965,00007129," 190,522 "
2013,12,December,02,2013,Plant N,1F,1111,00008965,00007129," 190,522 "
2013,12,December,02,2013,Plant N,3E,1116,00104376,00007129," 427,804 "
2013,12,December,02,2013,Plant N,3G,1116,00104376,00007129," 426,152 "
2013,12,December,02,2013,Plant R,2E,1156,00121782,00009995," 289,747 "
2013,12,December,02,2013,Plant R,2F,1156,00121782,00009995," 290,673 "
2013,12,December,02,2013,Plant R,2G,1116,00121782,00009995," 700,563 "
2013,12,December,02,2013,Plant R,2H,1116,00121782,00009995," 718,485 "
2013,12,December,02,2013,Plant R,2I,1116,00121782,00009995," 709,451 "
2013,12,December,02,2013,Plant R,2J,1116,00121782,00009995," 703,040 "
2013,12,December,02,2013,Plant R,2K,1116,00121782,00009995," 712,365 "
2013,12,December,02,2013,Plant R,2L,1116,00121782,00009995," 711,345 "
2013,12,December,02,2013,Plant T,1B,1149,00086289,00009995," 652,989 "
2013,12,December,02,2013,Plant T,1C,1149,00086289,00009995," 655,798 "
2013,12,December,02,2013,Plant T,2A,1149,00092973,00009995," 503,456 "
2013,12,December,02,2013,Plant T,3A,1149,00086121,00010270," 851,189 "
2013,12,December,02,2013,Plant T,3B,1149,00086121,00010270," 860,439 "
2013,12,December,02,2013,Plant T,3C,1149,00086121,00010270," 851,409 "
2013,12,December,02,2013,Plant T,3D,1149,00086121,00010270," 857,796 "
2013,12,December,02,2013,Plant T,3E,1149,00086118,00010270," 869,028 "
2013,12,December,02,2013,Plant T,3F,1149,00086118,00010270," 829,386 "
2013,12,December,02,2013,Plant T,3G,1149,00086118,00010270," 867,706 "
2013,12,December,02,2013,Plant T,3H,1149,00086118,00010270," 814,851 "
2013,12,December,02,2013,Plant U,1A,1150,00090280,00010270," 829,386 "
2013,12,December,02,2013,Plant U,1B,1150,00090280,00010270," 813,089 "
2013,12,December,02,2013,Plant U,1C,1150,00090280,00010270," 110,555 "
2013,12,December,02,2013,Plant U,2B,1166,00245201,00010269," 769,600 "
2013,12,December,02,2013,Plant V,1A,1151,00086106,00010270," 164,512 "
2013,12,December,02,2013,Plant W,2A,1116,00092982,00009995," 631,840 "
2013,12,December,02,2013,Plant W,2C,1116,00086286,00009995," 706,193 "
2013,12,December,02,2013,Plant W,2F,1116,00086286,00009995," 707,184 "
2013,12,December,02,2013,Plant W,3A,1152,00092910,00009995," 718,420 "
2013,12,December,02,2013,Plant W,3B,1152,00092900,00009995," 647,702 "
2013,12,December,02,2013,Plant W,3C,1152,00092910,00009995," 647,041 "
2013,12,December,02,2013,Plant W,3D,1152,00092910,00009995," 645,058 "
2013,12,December,02,2013,Plant W,3E,1152,00092910,00009995," 646,710 "
2013,12,December,02,2013,Plant W,3F,1152,00092910,00009995," 646,710 "
2013,12,December,02,2013,Plant W,3G,1152,00092910,00009995," 646,710 "
2013,12,December,02,2013,Plant W,4A,1152,00092910,00009995," 713,133 "
2013,12,December,02,2013,Plant W,4B,1152,00092910,00009995," 713,463 "
2013,12,December,02,2013,Plant W,4C,1152,00092910,00009995," 649,354 "
2013,12,December,02,2013,Plant W,4D,1152,00092910,00009995," 643,075 "
2013,12,December,02,2013,Plant W,4E,1152,00092910,00009995," 645,719 "
2013,12,December,02,2013,Plant W,4F,1152,00092910,00009995," 645,388 "
2013,12,December,02,2013,Plant W,4G,1152,00092910,00009995," 645,719 "
2013,12,December,02,2013,Plant X,3A,1155,00086094,00010270," 874,533 "
2013,12,December,02,2013,Plant X,5A,1166,00024729,00010270," 824,101 "
2013,12,December,02,2013,Plant X,5B,1155,00024729,00010270," 823,220 "
2013,12,December,02,2013,Plant X,5C,1155,00024729,00010270," 619,067 "
2013,12,December,03,2013,Plant C,34,1126,00068678,00007960," 443,500 "
2013,12,December,03,2013,Plant M,44,1116,00020679,00007119," 349,200 "
2013,12,December,03,2013,Plant N,1A,1111,00008965,00007129," 189,772 "
2013,12,December,03,2013,Plant N,1B,1112,00008965,00007129," 191,668 "
2013,12,December,03,2013,Plant N,3A,1116,00104376,00007129," 427,221 "
2013,12,December,03,2013,Plant N,3C,1116,00104376,00007129," 426,443 "
2013,12,December,03,2013,Plant N,3D,1116,00104376,00007129," 424,013 "
2013,12,December,03,2013,Plant N,3F,1110,00368440,00007129," 194,049 "
2013,12,December,03,2013,Plant N,3G,1110,00368440,00007129," 195,239 "
2013,12,December,03,2013,Plant N,3H,1116,00368440,00007129," 433,539 "
2013,12,December,03,2013,Plant N,3I,1116,00368440,00007129," 436,941 "
2013,12,December,03,2013,Plant R,1E,1116,00086299,00009995," 707,994 "
2013,12,December,03,2013,Plant R,1G,1111,00086299,00009995," 318,101 "
2013,12,December,03,2013,Plant R,2A,1156,00121782,00009995," 323,124 "
2013,12,December,03,2013,Plant R,2B,1156,00121782,00009995," 322,066 "
2013,12,December,03,2013,Plant R,2C,1156,00121782,00009995," 321,868 "
2013,12,December,03,2013,Plant R,2D,1156,00121782,00009995," 319,555 "
2013,12,December,03,2013,Plant R,2F,1116,00021932,00009995," 699,834 "
2013,12,December,03,2013,Plant R,2H,1116,00021932,00009995," 705,225 "
2013,12,December,03,2013,Plant T,1A,1149,00086289,00009995," 651,502 "
2013,12,December,03,2013,Plant T,1D,1116,00092970,00009995," 644,067 "
2013,12,December,03,2013,Plant T,3A,1149,00013488,00009995," 649,189 "
2013,12,December,03,2013,Plant T,3D,1132,00092878,00009995," 656,294 "
2013,12,December,03,2013,Plant W,1G,1116,00090323,00009995," 658,276 "
2013,12,December,03,2013,Plant W,2B,1152,00086286,00009995," 639,771 "
2013,12,December,03,2013,Plant W,2C,1152,00086286,00009995," 638,449 "
2013,12,December,03,2013,Plant W,2D,1152,00086286,00009995," 638,118 "
2013,12,December,03,2013,Plant W,2F,1152,00086286,00009995," 468,923 "
2013,12,December,03,2013,Plant W,4E,1152,00092900,00009995," 618,621 "
2013,12,December,03,2013,Plant X,5D,1155,00086094,00010270," 823,660 "
2013,12,December,04,2013,Plant A,2B,1160,00047148,00007129," 425,929 "
2013,12,December,04,2013,Plant A,2E,1160,00035451,00007129," 423,724 "
2013,12,December,04,2013,Plant A,3C,1160,00126040,00007129," 422,181 "
2013,12,December,04,2013,Plant A,3D,1160,00126040,00007129," 417,772 "
2013,12,December,04,2013,Plant A,3E,1160,00126040,00007129," 414,906 "
2013,12,December,04,2013,Plant M,42,1116,00020679,00007119," 338,400 "
2013,12,December,04,2013,Plant M,43,1116,00020679,00007119," 348,600 "
2013,12,December,04,2013,Plant M,44,1116,00020679,00007119," 367,200 "
2013,12,December,04,2013,Plant N,1F,1116,00007650,00007129," 419,736 "
2013,12,December,04,2013,Plant N,2F,1116,00107713,00007129," 421,680 "
2013,12,December,04,2013,Plant N,2H,1116,00107713,00007129," 421,486 "
2013,12,December,04,2013,Plant N,3A,1110,00368440,00007129," 196,474 "
2013,12,December,04,2013,Plant N,3B,1110,00368440,00007129," 193,652 "
2013,12,December,04,2013,Plant N,3C,1110,00368440,00007129," 194,710 "
2013,12,December,04,2013,Plant N,3D,1110,00368440,00007129," 196,209 "
2013,12,December,04,2013,Plant N,3E,1110,00368440,00007129," 191,536 "
2013,12,December,04,2013,Plant N,3H,1116,00104295,00007129," 426,540 "
2013,12,December,04,2013,Plant N,3K,1116,00104295,00007129," 426,735 "
2013,12,December,04,2013,Plant T,1A,1149,00092970,00009995," 651,502 "
2013,12,December,04,2013,Plant T,1B,1149,00013485,00009995," 347,809 "
2013,12,December,04,2013,Plant T,1C,1149,00092970,00009995," 650,511 "
2013,12,December,04,2013,Plant T,1D,1149,00092970,00009995," 225,539 "
2013,12,December,04,2013,Plant T,3C,1133,00092878,00009995," 84,135 "
2013,12,December,04,2013,Plant T,3H,1161,00092878,00009995," 649,519 "
2013,12,December,04,2013,Plant U,2A,1150,00048669,00010269," 744,800 "
2013,12,December,04,2013,Plant U,2B,1150,00048669,00010269," 751,200 "
2013,12,December,04,2013,Plant W,2A,1116,00102343,00009995," 705,532 "
2013,12,December,04,2013,Plant W,2B,1116,00102343,00009995," 705,863 "
2013,12,December,04,2013,Plant W,2C,1116,00102343,00009995," 701,236 "
2013,12,December,04,2013,Plant W,2D,1116,00102343,00009995," 706,854 "
2013,12,December,04,2013,Plant W,4D,1152,00092900,00009995," 668,851 "
2013,12,December,04,2013,Plant W,4E,1152,00092900,00009995," 667,199 "
2013,12,December,04,2013,Plant W,4F,1152,00092900,00009995," 721,064 "
2013,12,December,04,2013,Plant X,3A,1155,00086094,00010270," 756,050 "
2013,12,December,04,2013,Plant X,5A,1155,00086094,00010270," 826,523 "
2013,12,December,04,2013,Plant X,5B,1155,00086094,00010270," 823,220 "
2013,12,December,05,2013,Plant A,2B,1160,00035451,00007129," 429,677 "
2013,12,December,05,2013,Plant A,2C,1160,00035451,00007129," 418,654 "
2013,12,December,05,2013,Plant A,2D,1160,00035451,00007129," 432,543 "
2013,12,December,05,2013,Plant A,2E,1160,00035451,00007129," 427,031 "
2013,12,December,05,2013,Plant A,3E,1160,00118728,00007129," 413,583 "
2013,12,December,05,2013,Plant B,EA,1121,00102455,00007960," 444,000 "
2013,12,December,05,2013,Plant C,33,1126,00068678,00007960," 439,250 "
2013,12,December,05,2013,Plant M,21,1116,00018630,00007119," 374,800 "
2013,12,December,05,2013,Plant M,31,1160,00053454,00007119," 31,800 "
2013,12,December,05,2013,Plant M,44,1116,00020679,00007119," 363,400 "
2013,12,December,05,2013,Plant N,2B,1116,00107713,00007129," 423,235 "
2013,12,December,05,2013,Plant N,2C,1116,00107713,00007129," 424,499 "
2013,12,December,05,2013,Plant N,2D,1116,00107713,00007129," 423,527 "
2013,12,December,05,2013,Plant N,2E,1116,00107713,00007129," 422,458 "
2013,12,December,05,2013,Plant N,2F,1116,00107713,00007129," 420,611 "
2013,12,December,05,2013,Plant N,2G,1116,00107713,00007129," 433,928 "
2013,12,December,05,2013,Plant N,2H,1116,00107713,00007129," 421,874 "
2013,12,December,05,2013,Plant N,2I,1116,00107713,00007129," 431,401 "
2013,12,December,05,2013,Plant N,3A,1116,00104295,00007129," 426,540 "
2013,12,December,05,2013,Plant N,3B,1116,00104295,00007129," 425,666 "
2013,12,December,05,2013,Plant N,3F,1116,00104295,00007129," 428,387 "
2013,12,December,05,2013,Plant N,3G,1116,00104295,00007129," 426,832 "
2013,12,December,05,2013,Plant T,3A,1132,00092878,00009995," 645,058 "
2013,12,December,05,2013,Plant T,3B,1116,00092878,00009995," 638,779 "
2013,12,December,05,2013,Plant T,3C,1116,00092878,00009995," 654,972 "
2013,12,December,05,2013,Plant T,3D,1116,00092878,00009995," 646,215 "
2013,12,December,05,2013,Plant T,3E,1116,00092878,00009995," 649,519 "
2013,12,December,05,2013,Plant T,3G,1130,00092878,00009995," 649,023 "
2013,12,December,05,2013,Plant T,3H,1130,00092878,00009995," 626,717 "
2013,12,December,05,2013,Plant U,2A,1150,00048669,00010269," 577,600 "
2013,12,December,05,2013,Plant W,2E,1116,00090323,00009995," 707,184 "
2013,12,December,05,2013,Plant W,3A,1152,00092900,00009995," 692,644 "
2013,12,December,05,2013,Plant W,3B,1152,00092900,00009995," 704,871 "
2013,12,December,05,2013,Plant W,3C,1152,00092900,00009995," 710,489 "
2013,12,December,05,2013,Plant W,3D,1152,00092900,00009995," 644,397 "
2013,12,December,05,2013,Plant W,3E,1152,00092900,00009995," 650,676 "
2013,12,December,05,2013,Plant W,4A,1152,00092900,00009995," 677,443 "
2013,12,December,05,2013,Plant W,4B,1152,00092900,00009995," 705,863 "
2013,12,December,05,2013,Plant W,4C,1152,00092900,00009995," 723,377 "
2013,12,December,05,2013,Plant W,4D,1152,00092900,00009995," 644,727 "
2013,12,December,05,2013,Plant W,4E,1152,00092900,00009995," 647,041 "
2013,12,December,06,2013,Plant A,2E,1160,00359609,00007129," 425,488 "
2013,12,December,06,2013,Plant A,3A,1160,00106456,00007129," 415,126 "
2013,12,December,06,2013,Plant B,EA,1121,00102455,00007960," 431,750 "
2013,12,December,06,2013,Plant B,EB,1121,00102455,00007960," 424,750 "
2013,12,December,06,2013,Plant B,EC,1121,00102455,00007960," 438,000 "
2013,12,December,06,2013,Plant B,ED,1121,00102455,00007960," 440,250 "
2013,12,December,06,2013,Plant B,EE,1121,00102455,00007960," 443,750 "
2013,12,December,06,2013,Plant M,41,1116,00020679,00007119," 355,600 "
2013,12,December,06,2013,Plant M,42,1116,00020679,00007119," 392,600 "
2013,12,December,06,2013,Plant M,43,1116,00020679,00007119," 353,200 "
2013,12,December,06,2013,Plant N,1D,1116,00009173,00007129," 420,902 "
2013,12,December,06,2013,Plant N,1E,1116,00009173,00007129," 420,902 "
2013,12,December,06,2013,Plant N,1F,1116,00009173,00007129," 421,194 "
2013,12,December,06,2013,Plant N,2A,1110,00072080,00007129," 187,347 "
2013,12,December,06,2013,Plant N,2B,1116,00107713,00007129," 423,333 "
2013,12,December,06,2013,Plant N,2C,1116,00107713,00007129," 432,081 "
2013,12,December,06,2013,Plant N,2D,1116,00107713,00007129," 432,567 "
2013,12,December,06,2013,Plant N,2E,1116,00107713,00007129," 422,263 "
2013,12,December,06,2013,Plant N,2F,1116,00107713,00007129," 414,001 "
2013,12,December,06,2013,Plant N,2G,1116,00107713,00007129," 423,721 "
2013,12,December,06,2013,Plant N,2H,1116,00107713,00007129," 423,235 "
2013,12,December,06,2013,Plant N,2I,1116,00107713,00007129," 424,207 "
2013,12,December,06,2013,Plant N,3C,1116,00104295,00007129," 426,443 "
2013,12,December,06,2013,Plant N,3E,1116,00104295,00007129," 429,651 "
2013,12,December,06,2013,Plant R,2H,1156,00126529,00009995," 282,808 "
2013,12,December,06,2013,Plant T,1A,1116,00068332,00009995," 651,337 "
2013,12,December,06,2013,Plant T,1D,1116,00068332,00009995," 643,240 "
2013,12,December,06,2013,Plant T,3A,1132,00092878,00009995," 643,240 "
2013,12,December,06,2013,Plant T,3B,1116,00092878,00009995," 653,319 "
2013,12,December,06,2013,Plant T,3C,1116,00092878,00009995," 647,206 "
2013,12,December,06,2013,Plant T,3D,1116,00092878,00009995," 648,693 "
2013,12,December,06,2013,Plant T,3H,1116,00092878,00009995," 645,719 "
2013,12,December,06,2013,Plant W,3A,1152,00092900,00009995," 584,584 "
2013,12,December,06,2013,Plant W,4A,1152,00092910,00009995," 601,107 "
2013,12,December,06,2013,Plant W,4F,1152,00109511,00009995," 609,699 "
2013,12,December,06,2013,Plant X,5B,1155,00086097,00010270," 825,202 "
2013,12,December,06,2013,Plant X,5C,1155,00086097,00010270," 828,946 "
2013,12,December,07,2013,Plant A,2B,1160,00359609,00007129," 425,708 "
2013,12,December,07,2013,Plant A,2C,1160,00359609,00007129," 428,133 "
2013,12,December,07,2013,Plant A,2D,1160,00359609,00007129," 423,063 "
2013,12,December,07,2013,Plant B,EA,1121,00102455,00007960," 446,250 "
2013,12,December,07,2013,Plant B,EB,1121,00102455,00007960," 433,250 "
2013,12,December,07,2013,Plant B,EC,1121,00102455,00007960," 427,000 "
2013,12,December,07,2013,Plant B,ED,1121,00102455,00007960," 437,000 "
2013,12,December,07,2013,Plant C,11,1116,00047778,00007119," 393,000 "
2013,12,December,07,2013,Plant C,32,1126,00095837,00021701," 770,850 "
2013,12,December,07,2013,Plant C,W3,1126,00041456,00007960," 456,750 "
2013,12,December,07,2013,Plant M,44,1116,00020679,00007119," 359,600 "
2013,12,December,07,2013,Plant N,1A,1116,00009173,00007129," 422,166 "
2013,12,December,07,2013,Plant N,1C,1110,00009173,00007129," 190,698 "
2013,12,December,07,2013,Plant N,2A,1116,00107713,00007129," 422,944 "
2013,12,December,07,2013,Plant N,2B,1116,00107713,00007129," 420,708 "
2013,12,December,07,2013,Plant N,2C,1116,00107713,00007129," 421,194 "
2013,12,December,07,2013,Plant N,2D,1116,00107713,00007129," 423,333 "
2013,12,December,07,2013,Plant N,2E,1116,00107713,00007129," 421,972 "
2013,12,December,07,2013,Plant N,2F,1116,00107713,00007129," 421,972 "
2013,12,December,07,2013,Plant N,2G,1116,00107713,00007129," 421,874 "
2013,12,December,07,2013,Plant N,2H,1116,00107713,00007129," 422,361 "
2013,12,December,07,2013,Plant N,3C,1110,00001562,00007129," 194,887 "
2013,12,December,07,2013,Plant N,3D,1110,00001562,00007129," 192,109 "
2013,12,December,07,2013,Plant N,3E,1110,00001562,00007129," 192,991 "
2013,12,December,07,2013,Plant N,3F,1116,00001562,00007129," 432,276 "
2013,12,December,07,2013,Plant N,3G,1110,00001562,00007129," 193,917 "
2013,12,December,07,2013,Plant N,3I,1110,00045180,00007129," 192,285 "
2013,12,December,07,2013,Plant N,3K,1116,00010239,00007129," 421,000 "
2013,12,December,07,2013,Plant R,1B,1156,00118162,00009995," 282,345 "
2013,12,December,07,2013,Plant R,1C,1112,00118162,00009995," 19,728 "
2013,12,December,07,2013,Plant R,1F,1116,00092936,00009995," 644,174 "
2013,12,December,07,2013,Plant R,2E,1116,00184795,00009995," 639,366 "
2013,12,December,07,2013,Plant R,2F,1116,00184795,00009995," 634,557 "
2013,12,December,07,2013,Plant R,2G,1156,00184795,00009995," 291,069 "
2013,12,December,07,2013,Plant R,2H,1156,00184795,00009995," 287,698 "
2013,12,December,07,2013,Plant R,2I,1156,00184795,00009995," 289,285 "
2013,12,December,07,2013,Plant T,1A,1116,00068332,00009995," 637,788 "
2013,12,December,07,2013,Plant T,1B,1149,00068332,00009995," 648,197 "
2013,12,December,07,2013,Plant T,1C,1149,00068332,00009995," 652,493 "
2013,12,December,07,2013,Plant T,1D,1149,00068332,00009995," 652,493 "
2013,12,December,07,2013,Plant T,3F,1149,00241130,00009995," 639,605 "
2013,12,December,07,2013,Plant T,3G,1149,00241130,00009995," 646,049 "
2013,12,December,07,2013,Plant W,2A,1116,00090323,00009995," 704,871 "
2013,12,December,07,2013,Plant W,2F,1116,00090323,00009995," 703,880 "
2013,12,December,07,2013,Plant W,4E,1152,00109511,00009995," 679,426 "
2013,12,December,07,2013,Plant X,5B,1155,00086097,00010270," 830,047 "
2013,12,December,07,2013,Plant X,5C,1155,00086097,00010270," 816,393 "
2013,12,December,08,2013,Plant A,1B,1160,00010240,00007129," 6,526 "
2013,12,December,08,2013,Plant A,2A,1160,00359609,00007129," 431,220 "
2013,12,December,08,2013,Plant A,2B,1160,00359609,00007129," 427,692 "
2013,12,December,08,2013,Plant A,2D,1160,00028003,00007129," 430,558 "
2013,12,December,08,2013,Plant A,2E,1160,00028003,00007129," 429,015 "
2013,12,December,08,2013,Plant B,EA,1121,00102501,00007960," 445,750 "
2013,12,December,08,2013,Plant B,EB,1121,00102501,00007960," 451,000 "
